ionosphere.data,90.818,0.826,500,500
ionosphere.data,90.019,0.829,500,500
ionosphere.data,99.041,0.769,500,500
ionosphere.data,92.573,0.8091,500,500
ionosphere.data,89.548,0.8064,500,500
ionosphere.data,96.745,0.8063,500,500
ionosphere.data,88.59,0.8548,500,500
ionosphere.data,85.64,0.8179,500,500
ionosphere.data,137.349,0.7945,500,500
ionosphere.data,108.331,0.786,500,500
ionosphere.data,188.459,0.772,1000,500
ionosphere.data,170.846,0.8031,1000,500
ionosphere.data,162.223,0.8375,1000,500
ionosphere.data,175.137,0.8144,1000,500
ionosphere.data,169.674,0.8205,1000,500
ionosphere.data,154.208,0.8236,1000,500
ionosphere.data,163.092,0.8382,1000,500
ionosphere.data,159.025,0.8578,1000,500
ionosphere.data,170.039,0.8094,1000,500
ionosphere.data,154.659,0.8374,1000,500
ionosphere.data,251.17,0.8148,1500,500
ionosphere.data,240.908,0.846,1500,500
ionosphere.data,243.779,0.8231,1500,500
ionosphere.data,227.284,0.8946,1500,500
ionosphere.data,276.153,0.8316,1500,500
ionosphere.data,240.105,0.823,1500,500
ionosphere.data,236.559,0.872,1500,500
ionosphere.data,234.44,0.8204,1500,500
ionosphere.data,241.962,0.8582,1500,500
ionosphere.data,234.15,0.8459,1500,500
ionosphere.data,289.746,0.8663,2000,500
ionosphere.data,338.369,0.8149,2000,500
ionosphere.data,381.791,0.8176,2000,500
ionosphere.data,321.647,0.8006,2000,500
ionosphere.data,332.234,0.826,2000,500
ionosphere.data,318.223,0.849,2000,500
ionosphere.data,371.768,0.8151,2000,500
ionosphere.data,332.673,0.8689,2000,500
ionosphere.data,384.653,0.8229,2000,500
ionosphere.data,329.388,0.829,2000,500
ionosphere.data,157.451,0.812,500,1000
ionosphere.data,154.685,0.8317,500,1000
ionosphere.data,148.561,0.8606,500,1000
ionosphere.data,153.586,0.8464,500,1000
ionosphere.data,151.353,0.866,500,1000
ionosphere.data,152.271,0.826,500,1000
ionosphere.data,164.456,0.8605,500,1000
ionosphere.data,152.017,0.8494,500,1000
ionosphere.data,151.184,0.883,500,1000
ionosphere.data,154.04,0.8208,500,1000
ionosphere.data,282.637,0.8604,1000,1000
ionosphere.data,294.917,0.8602,1000,1000
ionosphere.data,295.861,0.8376,1000,1000
ionosphere.data,279.937,0.8548,1000,1000
ionosphere.data,272.477,0.886,1000,1000
ionosphere.data,279.134,0.8602,1000,1000
ionosphere.data,278.181,0.8575,1000,1000
ionosphere.data,289.819,0.8604,1000,1000
ionosphere.data,282.255,0.886,1000,1000
ionosphere.data,282.923,0.8774,1000,1000
ionosphere.data,396.365,0.9145,1500,1000
ionosphere.data,411.383,0.8916,1500,1000
ionosphere.data,392.284,0.9119,1500,1000
ionosphere.data,413.922,0.8603,1500,1000
ionosphere.data,411.412,0.8833,1500,1000
ionosphere.data,394.905,0.8834,1500,1000
ionosphere.data,414.672,0.8289,1500,1000
ionosphere.data,410.662,0.8492,1500,1000
ionosphere.data,425.197,0.855,1500,1000
ionosphere.data,377.949,0.8945,1500,1000
